"","site","date","tree.number","tree.ID","tree.type","tree.species","tree.latin","genus","tree.size","sapsucker.holes","notes"
"983","I2","1/31/2015",38,"I.90.Two.38","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","S","none",""
"984","I2","1/31/2015",39,"I.90.Two.39","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","S","none",""
"985","I2","1/31/2015",40,"I.90.Two.40","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","M","none","same as 37?"
"986","I2","1/31/2015",41,"I.90.Two.41","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"987","I2","1/31/2015",42,"I.90.Two.42","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"988","I2","1/31/2015",43,"I.90.Two.43","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"989","I2","1/31/2015",44,"I.90.Two.44","broadleaf","red.maple","acer.rubrum","acer.sp","M","few","old"
"990","I2","1/31/2015",45,"I.90.Two.45","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"991","I2","1/31/2015",46,"I.90.Two.46","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"992","I2","1/31/2015",47,"I.90.Two.47","broadleaf","red.maple","acer.rubrum","acer.sp","M","none","47-50 same sp"
"993","I2","1/31/2015",48,"I.90.Two.48","broadleaf","red.maple","acer.rubrum","acer.sp","M","none","47-50 same sp"
"994","I2","1/31/2015",49,"I.90.Two.49","broadleaf","red.maple","acer.rubrum","acer.sp","M","none","47-50 same sp"
"995","I2","1/31/2015",50,"I.90.Two.50","broadleaf","red.maple","acer.rubrum","acer.sp","S","none","47-50 same sp"
"996","I2","1/31/2015",51,"I.90.Two.51","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"997","I2","1/31/2015",52,"I.90.Two.52","conifer","black.pine","pinus.nigra","pinus.sp","M","med","two needle pine"
"998","I2","1/31/2015",53,"I.90.Two.53","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"999","I2","1/31/2015",54,"I.90.Two.54","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1000","I2","1/31/2015",55,"I.90.Two.55","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1001","I2","1/31/2015",56,"I.90.Two.56","conifer","black.pine","pinus.nigra","pinus.sp","M","unknown","size from photo"
"1002","I2","1/31/2015",57,"I.90.Two.57","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1003","I2","1/31/2015",58,"I.90.Two.58","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1004","I2","1/31/2015",59,"I.90.Two.59","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1005","I2","1/31/2015",60,"I.90.Two.60","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1006","I2","1/31/2015",61,"I.90.Two.61","conifer","black.pine","pinus.nigra","pinus.sp","S","none",""
"1007","I2","1/31/2015",62,"I.90.Two.62","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1008","I2","1/31/2015",63,"I.90.Two.63","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1009","I2","1/31/2015",64,"I.90.Two.64","conifer","black.pine","pinus.nigra","pinus.sp","M","med",""
"1010","I2","1/31/2015",65,"I.90.Two.65","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1011","I2","1/31/2015",66,"I.90.Two.66","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1012","I2","1/31/2015",67,"I.90.Two.67","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1013","I2","1/31/2015",68,"I.90.Two.68","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1014","I2","1/31/2015",69,"I.90.Two.69","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1015","I2","1/31/2015",70,"I.90.Two.70","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1016","I2","1/31/2015",71,"I.90.Two.71","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1017","I2","1/31/2015",72,"I.90.Two.72","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1018","I2","1/31/2015",73,"I.90.Two.73","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","few","decid 1"
"1019","I2","1/31/2015",74,"I.90.Two.74","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1020","I2","1/31/2015",75,"I.90.Two.75","conifer","black.pine","pinus.nigra","pinus.sp","M","few","two needle pine"
"1021","I2","1/31/2015",76,"I.90.Two.76","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1022","I2","1/31/2015",77,"I.90.Two.77","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","L","none",""
"1023","I2","1/31/2015",78,"I.90.Two.78","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1024","I2","1/31/2015",79,"I.90.Two.79","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1025","I2","1/31/2015",80,"I.90.Two.80","broadleaf","red.maple","acer.rubrum","acer.sp","M","none","like at MS 22; columnar rm"
"1026","I2","1/31/2015",81,"I.90.Two.81","broadleaf","red.maple","acer.rubrum","acer.sp","M","none","like at MS 22"
"1027","I2","1/31/2015",82,"I.90.Two.82","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","many","true cedar"
"1028","I2","1/31/2015",83,"I.90.Two.83","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","many","true cedar"
"1029","I2","1/31/2015",84,"I.90.Two.84","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","many","true cedar"
"1030","I2","1/31/2015",85,"I.90.Two.85","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","many","true cedar"
"1031","I2","1/31/2015",86,"I.90.Two.86","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1032","I2","1/31/2015",87,"I.90.Two.87","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","M","none",""
"1033","I2","1/31/2015",88,"I.90.Two.88","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1034","I2","1/31/2015",89,"I.90.Two.89","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1035","I2","1/31/2015",90,"I.90.Two.90","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"1036","I2","1/31/2015",91,"I.90.Two.91","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"1037","I2","1/31/2015",92,"I.90.Two.92","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","few","grafted"
"1038","I2","1/31/2015",93,"I.90.Two.93","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"1039","I2","1/31/2015",94,"I.90.Two.94","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"1040","I2","1/31/2015",95,"I.90.Two.95","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","grafted"
"1041","I2","1/31/2015",96,"I.90.Two.96","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1042","I2","1/31/2015",97,"I.90.Two.97","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1043","I2","1/31/2015",98,"I.90.Two.98","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1044","I2","1/31/2015",99,"I.90.Two.99","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1045","I2","1/31/2015",100,"I.90.Two.100","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","S","none",""
"1046","I2","1/31/2015",101,"I.90.Two.101","conifer","black.pine","pinus.nigra","pinus.sp","M","none","small cone"
"1047","I2","1/31/2015",102,"I.90.Two.102","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","S","unknown","Loc missing, these are two just N of SW entrance"
"1048","I2","1/31/2015",103,"I.90.Two.103","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","S","unknown",""
"1049","IB","1/22/2015",1,"ICBO.Belwood.1","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","many",""
"1050","IB","1/22/2015",2,"ICBO.Belwood.2","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","S","none","pin oak, northern pin oak, hybrid?"
"1051","IB","1/22/2015",3,"ICBO.Belwood.3","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","M","none",""
"1052","IB","1/22/2015",4,"ICBO.Belwood.4","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","M","none",""
"1053","IB","1/22/2015",5,"ICBO.Belwood.5","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","S","none",""
"1054","IB","1/22/2015",6,"ICBO.Belwood.6","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1055","IB","1/22/2015",7,"ICBO.Belwood.7","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few","2/20: none?"
"1056","IB","1/22/2015",8,"ICBO.Belwood.8","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1057","IB","1/22/2015",9,"ICBO.Belwood.9","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1058","IB","1/22/2015",10,"ICBO.Belwood.10","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1059","IB","1/22/2015",11,"ICBO.Belwood.11","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1060","IB","1/22/2015",12,"ICBO.Belwood.12","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1061","IB","1/22/2015",13,"ICBO.Belwood.13","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1062","IB","1/22/2015",14,"ICBO.Belwood.14","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1063","IB","1/22/2015",15,"ICBO.Belwood.15","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"1064","IB","1/22/2015",16,"ICBO.Belwood.16","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1065","IB","1/22/2015",17,"ICBO.Belwood.17","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"1066","IB","2/20/2015",18,"ICBO.Belwood.18","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med","1/22: none"
"1067","IB","1/22/2015",19,"ICBO.Belwood.19","conifer","western.hemlock","tsuga.heterophylla","tsuga.sp","M","none",""
"1068","IB","1/22/2015",20,"ICBO.Belwood.20","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1069","IB","1/22/2015",21,"ICBO.Belwood.21","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"1070","IB","1/22/2015",22,"ICBO.Belwood.22","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1071","IB","2/20/2015",23,"ICBO.Belwood.23","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many","1/22: none"
"1072","IB","2/20/2015",24,"ICBO.Belwood.24","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many","1/22: none"
"1073","IB","1/22/2015",25,"ICBO.Belwood.25","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1074","IB","1/22/2015",26,"ICBO.Belwood.26","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1075","IB","1/22/2015",27,"ICBO.Belwood.27","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1076","IB","1/22/2015",28,"ICBO.Belwood.28","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1077","IB","1/22/2015",29,"ICBO.Belwood.29","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1078","IB","1/22/2015",30,"ICBO.Belwood.30","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1079","IB","1/22/2015",31,"ICBO.Belwood.31","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1080","IB","1/22/2015",32,"ICBO.Belwood.32","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1081","IB","1/22/2015",33,"ICBO.Belwood.33","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"1082","IB","1/22/2015",34,"ICBO.Belwood.34","broadleaf","malus.sp","malus.sp","malus.sp","M","none",""
"1083","IB","1/22/2015",35,"ICBO.Belwood.35","broadleaf","prunus.sp","prunus.sp","prunus.sp","M","none",""
"1084","MM","1/9/2015",1,"Marymoor.1","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med","I used letters for trees that didn't have any sapsucker holes. I have the letters in the notes here, with numbers given to the trees in the tree.number column"
"1085","MM","1/9/2015",2,"Marymoor.2","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few","these said 'cedar' but are WRC (should probably check… checks out :) )"
"1086","MM","1/9/2015",3,"Marymoor.3","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1087","MM","1/9/2015",4,"Marymoor.4","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1088","MM","1/9/2015",5,"Marymoor.5","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1089","MM","1/9/2015",6,"Marymoor.6","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1090","MM","1/9/2015",7,"Marymoor.7","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1091","MM","1/9/2015",8,"Marymoor.8","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1092","MM","1/9/2015",9,"Marymoor.9","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1093","MM","1/9/2015",10,"Marymoor.10","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1094","MM","1/9/2015",11,"Marymoor.11","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1095","MM","1/9/2015",12,"Marymoor.12","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1096","MM","1/9/2015",13,"Marymoor.13","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1097","MM","1/9/2015",14,"Marymoor.14","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","few",""
"1098","MM","1/9/2015",15,"Marymoor.15","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1099","MM","1/9/2015",16,"Marymoor.16","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","few","<- on map?"
"1100","MM","1/9/2015",17,"Marymoor.17","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1101","MM","1/9/2015",18,"Marymoor.18","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1102","MM","1/9/2015",19,"Marymoor.19","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1103","MM","1/9/2015",20,"Marymoor.20","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","few",""
"1104","MM","1/9/2015",21,"Marymoor.21","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1105","MM","1/9/2015",22,"Marymoor.22","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1106","MM","1/9/2015",23,"Marymoor.23","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","few",""
"1107","MM","1/9/2015",24,"Marymoor.24","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"1108","MM","1/9/2015",25,"Marymoor.25","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1109","MM","1/9/2015",26,"Marymoor.26","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"1110","MM","1/9/2015",27,"Marymoor.27","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","med",""
"1111","MM","1/9/2015",28,"Marymoor.28","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","M","many","old, tree dying?"
"1112","MM","1/9/2015",29,"Marymoor.29","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","A"
"1113","MM","1/9/2015",30,"Marymoor.30","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","B"
"1114","MM","1/9/2015",31,"Marymoor.31","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","C"
"1115","MM","1/9/2015",32,"Marymoor.32","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","D"
"1116","MM","1/9/2015",33,"Marymoor.33","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","E"
"1117","MM","1/9/2015",34,"Marymoor.34","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","F"
"1118","MM","1/9/2015",35,"Marymoor.35","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","G"
"1119","MM","1/9/2015",36,"Marymoor.36","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","H"
"1120","MM","1/9/2015",37,"Marymoor.37","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","I"
"1121","MM","1/9/2015",38,"Marymoor.38","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","J"
"1122","MM","1/9/2015",39,"Marymoor.39","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","K"
"1123","MM","1/9/2015",40,"Marymoor.40","broadleaf","red.alder","alnus.rubra","alnus.sp","M","none","L--may be good to check this ID--Tracy confirmed."
"1124","MM","1/9/2015",41,"Marymoor.41","broadleaf","red.alder","alnus.rubra","alnus.sp","M","none","M"
"1125","MM","1/9/2015",42,"Marymoor.42","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none","N"
"1126","MM","1/9/2015",43,"Marymoor.43","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none","P"
"1127","MM","1/9/2015",44,"Marymoor.44","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","Q"
"1128","MM","1/9/2015",45,"Marymoor.45","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","R"
"1129","MM","1/9/2015",46,"Marymoor.46","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","S"
"1130","MM","1/9/2015",47,"Marymoor.47","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","T"
"1131","MM","1/9/2015",48,"Marymoor.48","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","U"
"1132","MM","1/9/2015",49,"Marymoor.49","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","V"
"1133","MM","1/9/2015",50,"Marymoor.50","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","W"
"1134","MM","1/9/2015",51,"Marymoor.51","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","X"
"1135","MM","1/9/2015",52,"Marymoor.52","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","Y"
"1136","MM","1/9/2015",53,"Marymoor.53","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","Z"
"1137","MM","1/9/2015",54,"Marymoor.54","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AA"
"1138","MM","1/9/2015",55,"Marymoor.55","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AB"
"1139","MM","1/9/2015",56,"Marymoor.56","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AC"
"1140","MM","1/9/2015",57,"Marymoor.57","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AD"
"1141","MM","1/9/2015",58,"Marymoor.58","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AE <- not on map"
"1142","MM","1/9/2015",59,"Marymoor.59","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","AF"
"1143","MM","1/9/2015",60,"Marymoor.60","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","AG"
"1144","MM","1/9/2015",61,"Marymoor.61","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AH"
"1145","MM","1/9/2015",62,"Marymoor.62","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AI"
"1146","MM","1/9/2015",63,"Marymoor.63","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AJ"
"1147","MM","1/9/2015",64,"Marymoor.64","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AK"
"1148","MM","1/9/2015",65,"Marymoor.65","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AL"
"1149","MM","1/9/2015",66,"Marymoor.66","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AM"
"1150","MM","1/9/2015",67,"Marymoor.67","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AN"
"1151","MM","1/9/2015",68,"Marymoor.68","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AO"
"1152","MM","1/9/2015",69,"Marymoor.69","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AP"
"1153","MM","1/9/2015",70,"Marymoor.70","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AQ"
"1154","MM","1/9/2015",71,"Marymoor.71","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AR"
"1155","MM","1/9/2015",72,"Marymoor.72","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AS"
"1156","MM","1/9/2015",73,"Marymoor.73","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AT"
"1157","MM","1/9/2015",74,"Marymoor.74","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","AU"
"1158","MM","1/9/2015",75,"Marymoor.75","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AV"
"1159","MM","1/9/2015",76,"Marymoor.76","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1160","MM","1/9/2015",77,"Marymoor.77","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1161","MM","1/9/2015",78,"Marymoor.78","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1162","MM","1/9/2015",79,"Marymoor.79","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1163","MM","1/9/2015",80,"Marymoor.80","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1164","MM","1/9/2015",81,"Marymoor.81","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1165","MM","1/9/2015",82,"Marymoor.82","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AW"
"1166","MM","1/9/2015",83,"Marymoor.83","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AX"
"1167","MM","1/9/2015",84,"Marymoor.84","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AX"
"1168","MM","1/9/2015",85,"Marymoor.85","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AX"
"1169","MM","1/9/2015",86,"Marymoor.86","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AX"
"1170","MM","1/9/2015",87,"Marymoor.87","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","AX"
"1171","MM","1/9/2015",88,"Marymoor.88","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","many","AY--changed from none to many--definite sapsucker holes. Not sure if new…"
"1172","MM","1/9/2015",89,"Marymoor.89","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","AZ"
"1173","MM","1/9/2015",90,"Marymoor.90","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","AZ"
"1174","MM","1/9/2015",91,"Marymoor.91","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BA"
"1175","MM","1/9/2015",92,"Marymoor.92","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BA"
"1176","MM","1/9/2015",93,"Marymoor.93","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BA"
"1177","MM","1/9/2015",94,"Marymoor.94","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BA"
"1178","MM","1/9/2015",95,"Marymoor.95","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BB"
"1179","MM","1/9/2015",96,"Marymoor.96","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BB"
"1180","MM","1/9/2015",97,"Marymoor.97","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BC"
"1181","MM","1/9/2015",98,"Marymoor.98","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BC"
"1182","MM","1/9/2015",99,"Marymoor.99","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BC"
"1183","MM","1/9/2015",100,"Marymoor.100","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BC"
"1184","MM","1/9/2015",101,"Marymoor.101","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BC"
"1185","MM","1/9/2015",102,"Marymoor.102","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BD <- 102 and 103 missing from map"
"1186","MM","1/9/2015",103,"Marymoor.103","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BE"
"1187","MM","1/9/2015",104,"Marymoor.104","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BF"
"1188","MM","1/9/2015",105,"Marymoor.105","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BG"
"1189","MM","1/9/2015",106,"Marymoor.106","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BG"
"1190","MM","1/9/2015",107,"Marymoor.107","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BH"
"1191","MM","1/9/2015",108,"Marymoor.108","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BI"
"1192","MM","1/9/2015",109,"Marymoor.109","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BJ"
"1193","MM","1/9/2015",110,"Marymoor.110","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BK"
"1194","MM","1/9/2015",111,"Marymoor.111","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BL -- this tree has since been cut down."
"1195","MM","1/9/2015",112,"Marymoor.112","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BM"
"1196","MM","1/9/2015",113,"Marymoor.113","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","BN"
"1197","MM","1/9/2015",114,"Marymoor.114","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","BO"
"1198","MM","1/9/2015",115,"Marymoor.115","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BP"
"1199","MM","1/9/2015",116,"Marymoor.116","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none","BQ"
"1200","MM","1/9/2015",117,"Marymoor.117","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BR"
"1201","MM","1/9/2015",118,"Marymoor.118","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BS"
