"","site","date","tree.number","tree.ID","tree.type","tree.species","tree.latin","genus","tree.size","sapsucker.holes","notes"
"599","EG","2/3/2015",233,"Eastgate.233","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"600","EG","2/3/2015",234,"Eastgate.234","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"601","EG","2/3/2015",235,"Eastgate.235","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"602","EG","2/3/2015",236,"Eastgate.236","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"603","EG","2/3/2015",237,"Eastgate.237","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","large wound"
"604","EG","2/3/2015",238,"Eastgate.238","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"605","EG","2/3/2015",239,"Eastgate.239","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"606","EG","2/3/2015",240,"Eastgate.240","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"607","EG","2/3/2015",241,"Eastgate.241","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"608","FC","1/19/2015",1,"Five.Corners.1","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","also four small ornamental decid with no sapsucker holes."
"609","FC","1/19/2015",2,"Five.Corners.2","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none","Note: these aren't in the planting plans--plans look like they were SIGNIFICANTLY changed in this corner before planting… "
"610","FC","1/19/2015",3,"Five.Corners.3","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"611","FC","1/19/2015",4,"Five.Corners.4","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"612","FC","1/19/2015",5,"Five.Corners.5","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"613","FC","1/19/2015",6,"Five.Corners.6","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"614","FC","1/19/2015",7,"Five.Corners.7","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"615","FC","1/19/2015",8,"Five.Corners.8","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"616","FC","1/19/2015",9,"Five.Corners.9","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"617","FC","1/19/2015",10,"Five.Corners.10","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none","fragrant"
"618","FC","1/19/2015",14,"Five.Corners.14","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"619","FC","1/19/2015",15,"Five.Corners.15","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","S","none",""
"620","FC","1/19/2015",16,"Five.Corners.16","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"621","FC","1/19/2015",17,"Five.Corners.17","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"622","FC","1/19/2015",18,"Five.Corners.18","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"623","FC","1/19/2015",19,"Five.Corners.19","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"624","FC","1/19/2015",20,"Five.Corners.20","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"625","FC","1/19/2015",21,"Five.Corners.21","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"626","FC","1/19/2015",29,"Five.Corners.29","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"627","FC","1/19/2015",30,"Five.Corners.30","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"628","FC","1/19/2015",31,"Five.Corners.31","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"629","FC","1/19/2015",32,"Five.Corners.32","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"630","FC","1/19/2015",33,"Five.Corners.33","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","dying I think"
"631","FC","1/19/2015",34,"Five.Corners.34","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"632","FC","1/19/2015",35,"Five.Corners.35","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"633","FC","1/19/2015",36,"Five.Corners.36","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"634","FC","1/19/2015",37,"Five.Corners.37","broadleaf","elm","ulmus.sp","ulmus.sp","M","med","double toothed; not shiny but heavily insect infested"
"635","FC","1/19/2015",38,"Five.Corners.38","broadleaf","elm","ulmus.sp","ulmus.sp","M","few",""
"636","FC","1/19/2015",39,"Five.Corners.39","broadleaf","elm","ulmus.sp","ulmus.sp","M","few",""
"637","FC","1/19/2015",40,"Five.Corners.40","broadleaf","elm","ulmus.sp","ulmus.sp","M","med",""
"638","FC","1/19/2015",41,"Five.Corners.41","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"639","FC","1/19/2015",42,"Five.Corners.42","broadleaf","redbud","cercis.canadensis","cercis.sp","M","unknown","moved from shurb."
"640","FC","1/19/2015",43,"Five.Corners.43","broadleaf","redbud","cercis.canadensis","cercis.sp","M","unknown",""
"641","FC","1/19/2015",44,"Five.Corners.44","broadleaf","redbud","cercis.canadensis","cercis.sp","M","unknown",""
"642","FC","1/19/2015",45,"Five.Corners.45","broadleaf","redbud","cercis.canadensis","cercis.sp","M","unknown",""
"643","FC","1/19/2015",46,"Five.Corners.46","broadleaf","redbud","cercis.canadensis","cercis.sp","M","unknown",""
"644","FC","1/19/2015",47,"Five.Corners.47","broadleaf","redbud","cercis.canadensis","cercis.sp","M","unknown",""
"645","FC","1/19/2015",48,"Five.Corners.48","broadleaf","southern.magnolia","magnolia.grandiflora","magnolia.sp","S","unknown",""
"646","FC","1/19/2015",49,"Five.Corners.49","broadleaf","southern.magnolia","magnolia.grandiflora","magnolia.sp","S","unknown",""
"647","FC","1/19/2015",50,"Five.Corners.50","broadleaf","southern.magnolia","magnolia.grandiflora","magnolia.sp","S","unknown",""
"648","FC","1/19/2015",51,"Five.Corners.51","broadleaf","southern.magnolia","magnolia.grandiflora","magnolia.sp","S","unknown",""
"649","FP","1/29/2015",1,"Forest.Park.1","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","some ivy"
"650","FP","1/29/2015",2,"Forest.Park.2","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","M","none","aspen/poplar"
"651","FP","1/29/2015",3,"Forest.Park.3","broadleaf","unknown.broadleaf.1","unknown.broadleaf.1","unknown.broadleaf.1","M","none",""
"652","FP","1/29/2015",4,"Forest.Park.4","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"653","FP","1/29/2015",5,"Forest.Park.5","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"654","FP","1/29/2015",6,"Forest.Park.6","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"655","FP","1/29/2015",7,"Forest.Park.7","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"656","FP","1/29/2015",8,"Forest.Park.8","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"657","FP","1/29/2015",9,"Forest.Park.9","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"658","FP","1/29/2015",10,"Forest.Park.10","broadleaf","red.maple","acer.rubrum","acer.sp","S","none","acer?"
"659","FP","1/29/2015",11,"Forest.Park.11","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"660","FP","1/29/2015",12,"Forest.Park.12","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"661","FP","1/29/2015",13,"Forest.Park.13","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none",""
"662","FP","1/29/2015",14,"Forest.Park.14","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none",""
"663","FP","1/29/2015",15,"Forest.Park.15","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none",""
"664","FP","1/29/2015",16,"Forest.Park.16","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none",""
"665","FP","1/29/2015",17,"Forest.Park.17","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"666","FP","1/29/2015",18,"Forest.Park.18","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"667","FP","1/29/2015",19,"Forest.Park.19","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"668","FP","1/29/2015",20,"Forest.Park.20","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"669","FP","1/29/2015",21,"Forest.Park.21","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","riddled with pileated woodpecker holes"
"670","FP","1/29/2015",22,"Forest.Park.22","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"671","FP","1/29/2015",23,"Forest.Park.23","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"672","FP","1/29/2015",24,"Forest.Park.24","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"673","FP","1/29/2015",25,"Forest.Park.25","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"674","FP","1/29/2015",26,"Forest.Park.26","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"675","FP","1/29/2015",27,"Forest.Park.27","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"676","FP","1/29/2015",28,"Forest.Park.28","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"677","FP","1/29/2015",29,"Forest.Park.29","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"678","FP","1/29/2015",30,"Forest.Park.30","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"679","FP","1/29/2015",31,"Forest.Park.31","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"680","FP","1/29/2015",32,"Forest.Park.32","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","unknown",""
"681","FP","1/29/2015",33,"Forest.Park.33","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","cluster"
"682","FP","1/29/2015",34,"Forest.Park.34","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"683","FP","1/29/2015",35,"Forest.Park.35","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"684","FP","1/29/2015",36,"Forest.Park.36","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","check for cones"
"685","FP","1/29/2015",37,"Forest.Park.37","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"686","FP","1/29/2015",38,"Forest.Park.38","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"687","FP","1/29/2015",39,"Forest.Park.39","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","ivy"
"688","FP","1/29/2015",40,"Forest.Park.40","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","ivy"
"689","FP","1/29/2015",41,"Forest.Park.41","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"690","FP","1/29/2015",42,"Forest.Park.42","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"691","FP","1/29/2015",43,"Forest.Park.43","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"692","FP","1/29/2015",44,"Forest.Park.44","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"693","FP","1/29/2015",45,"Forest.Park.45","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"694","FP","1/29/2015",46,"Forest.Park.46","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"695","FP","1/29/2015",47,"Forest.Park.47","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"696","FP","1/29/2015",48,"Forest.Park.48","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"697","FP","1/29/2015",49,"Forest.Park.49","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"698","FP","1/29/2015",50,"Forest.Park.50","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"699","FP","1/29/2015",51,"Forest.Park.51","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"700","FP","1/29/2015",52,"Forest.Park.52","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"701","FP","1/29/2015",53,"Forest.Park.53","broadleaf","european.mountain.ash","sorbus.aucuparia","sorbus.sp","S","none",""
"702","FP","1/29/2015",54,"Forest.Park.54","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"703","FP","1/29/2015",55,"Forest.Park.55","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"704","FP","1/29/2015",56,"Forest.Park.56","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"705","FP","1/29/2015",57,"Forest.Park.57","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"706","FP","1/29/2015",58,"Forest.Park.58","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"707","FP","1/29/2015",59,"Forest.Park.59","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"708","FP","1/29/2015",60,"Forest.Park.60","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"709","FP","1/29/2015",61,"Forest.Park.61","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"710","FP","1/29/2015",62,"Forest.Park.62","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"711","FP","1/29/2015",63,"Forest.Park.63","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"712","FP","1/29/2015",64,"Forest.Park.64","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"713","FP","1/29/2015",65,"Forest.Park.65","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"714","FP","1/29/2015",66,"Forest.Park.66","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"715","FP","1/29/2015",67,"Forest.Park.67","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"716","FP","1/29/2015",68,"Forest.Park.68","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"717","FP","1/29/2015",69,"Forest.Park.69","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"718","FP","1/29/2015",70,"Forest.Park.70","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"719","FP","1/29/2015",71,"Forest.Park.71","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"720","FP","1/29/2015",72,"Forest.Park.72","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"721","FP","1/29/2015",73,"Forest.Park.73","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"722","FP","1/29/2015",74,"Forest.Park.74","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"723","FP","1/29/2015",75,"Forest.Park.75","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"724","FP","1/29/2015",76,"Forest.Park.76","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"725","FP","1/29/2015",77,"Forest.Park.77","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"726","FP","1/29/2015",78,"Forest.Park.78","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"727","FP","1/29/2015",79,"Forest.Park.79","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"728","FP","1/29/2015",80,"Forest.Park.80","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","L","none",""
"729","FP","1/29/2015",81,"Forest.Park.81","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"730","FP","1/29/2015",82,"Forest.Park.82","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"731","FP","1/29/2015",83,"Forest.Park.83","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","few",""
"732","FP","1/29/2015",84,"Forest.Park.84","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"733","FP","1/29/2015",85,"Forest.Park.85","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"734","FP","1/29/2015",86,"Forest.Park.86","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"735","FP","1/29/2015",87,"Forest.Park.87","broadleaf","red.maple","acer.rubrum","acer.sp","S","none",""
"736","FP","1/29/2015",88,"Forest.Park.88","broadleaf","red.alder","alnus.rubra","alnus.sp","M","none",""
"737","FP","1/29/2015",89,"Forest.Park.89","broadleaf","red.alder","alnus.rubra","alnus.sp","M","none",""
"738","FP","1/29/2015",90,"Forest.Park.90","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"739","FP","1/29/2015",91,"Forest.Park.91","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"740","FP","1/29/2015",92,"Forest.Park.92","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"741","FP","1/29/2015",93,"Forest.Park.93","broadleaf","red.alder","alnus.rubra","alnus.sp","S","none",""
"742","FP","1/29/2015",94,"Forest.Park.94","broadleaf","unknown.broadleaf.2","unknown.broadleaf.2","unknown.broadleaf.2","S","few","photo 11:50 6/16"
"743","FP","1/29/2015",95,"Forest.Park.95","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"744","FP","1/29/2015",96,"Forest.Park.96","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"745","FP","1/29/2015",97,"Forest.Park.97","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","few",""
"746","FP","1/29/2015",98,"Forest.Park.98","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","med",""
"747","FP","1/29/2015",99,"Forest.Park.99","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"748","FP","1/29/2015",100,"Forest.Park.100","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"749","FP","1/29/2015",101,"Forest.Park.101","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"750","FP","1/29/2015",102,"Forest.Park.102","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"751","FP","1/29/2015",103,"Forest.Park.103","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"752","FP","1/29/2015",104,"Forest.Park.104","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"753","FP","1/29/2015",105,"Forest.Park.105","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none",""
"754","FP","1/29/2015",106,"Forest.Park.106","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","none",""
"755","FP","1/29/2015",107,"Forest.Park.107","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"756","FP","1/29/2015",108,"Forest.Park.108","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
